Card ID,Card Name,Expansion,Collection Number,Category,Pokemon Stage,Previous Stage,HP,Energy Type,Trainer Type,Rule,Weakness,Resistance,Retreat Cost,Move 1 Name,Move 1 Energy Cost,Move 1 Damage,Move 1 Effect,Move 2 Name,Move 2 Energy Cost,Move 2 Damage,Move 2 Effect,Ability Name,Ability Effect,Explanation / Synergy Tag
ENRG-10980,Basic Lightning Energy,Astral Radiance,133/198,Energy,,,,Lightning,Basic,,,,,,,,,,,,,,Provides 1 Lightning Energy.,Energy card: Basic (Lightning)
ENRG-10981,Basic Lightning Energy,Evolving Skies,185/198,Energy,,,,Lightning,Basic,,,,,,,,,,,,,,Provides 1 Lightning Energy.,Energy card: Basic (Lightning)
ENRG-10982,Basic Lightning Energy,Surging Sparks,125/198,Energy,,,,Lightning,Basic,,,,,,,,,,,,,,Provides 1 Lightning Energy.,Energy card: Basic (Lightning)
ENRG-10983,Basic Lightning Energy,Stellar Crown,065/198,Energy,,,,Lightning,Basic,,,,,,,,,,,,,,Provides 1 Lightning Energy.,Energy card: Basic (Lightning)
ENRG-10984,Basic Lightning Energy,Evolving Skies,146/198,Energy,,,,Lightning,Basic,,,,,,,,,,,,,,Provides 1 Lightning Energy.,Energy card: Basic (Lightning)
ENRG-10985,Basic Lightning Energy,Paldea Evolved,102/198,Energy,,,,Lightning,Basic,,,,,,,,,,,,,,Provides 1 Lightning Energy.,Energy card: Basic (Lightning)
ENRG-10986,Basic Lightning Energy,Pokemon 151,177/198,Energy,,,,Lightning,Basic,,,,,,,,,,,,,,Provides 1 Lightning Energy.,Energy card: Basic (Lightning)
ENRG-10987,Basic Lightning Energy,Paldean Fates,016/198,Energy,,,,Lightning,Basic,,,,,,,,,,,,,,Provides 1 Lightning Energy.,Energy card: Basic (Lightning)
ENRG-10988,Basic Lightning Energy,Temporal Forces,066/198,Energy,,,,Lightning,Basic,,,,,,,,,,,,,,Provides 1 Lightning Energy.,Energy card: Basic (Lightning)
ENRG-10989,Basic Psychic Energy,Astral Radiance,025/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-10990,Basic Psychic Energy,Vivid Voltage,191/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-10991,Basic Psychic Energy,Surging Sparks,067/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-10992,Basic Psychic Energy,Sword & Shield Base,093/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-10993,Basic Psychic Energy,Evolving Skies,143/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-10994,Basic Psychic Energy,Shrouded Fable,089/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-10995,Basic Psychic Energy,Scarlet & Violet Base,106/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-10996,Basic Psychic Energy,Pokemon 151,090/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-10997,Basic Psychic Energy,Lost Origin,156/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-10998,Basic Psychic Energy,Temporal Forces,148/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-10999,Basic Psychic Energy,Fusion Strike,167/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-11000,Basic Psychic Energy,Astral Radiance,138/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-11001,Basic Psychic Energy,Paldean Fates,073/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-11002,Basic Psychic Energy,Sword & Shield Base,084/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-11003,Basic Psychic Energy,Lost Origin,131/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-11004,Basic Psychic Energy,Battle Styles,189/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-11005,Basic Psychic Energy,Vivid Voltage,021/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-11006,Basic Psychic Energy,Rebel Clash,158/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-11007,Basic Psychic Energy,Stellar Crown,119/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-11008,Basic Psychic Energy,Astral Radiance,038/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-11009,Basic Psychic Energy,Paldean Fates,164/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-11010,Basic Psychic Energy,Surging Sparks,108/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-11011,Basic Psychic Energy,Astral Radiance,157/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-11012,Basic Psychic Energy,Fusion Strike,104/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-11013,Basic Psychic Energy,Obsidian Flames,021/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-11014,Basic Psychic Energy,Paldean Fates,088/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-11015,Basic Psychic Energy,Twilight Masquerade,081/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-11016,Basic Psychic Energy,Surging Sparks,168/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-11017,Basic Psychic Energy,Stellar Crown,182/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-11018,Basic Psychic Energy,Shrouded Fable,155/198,Energy,,,,Psychic,Basic,,,,,,,,,,,,,,Provides 1 Psychic Energy.,Energy card: Basic (Psychic)
ENRG-11019,Basic Fighting Energy,Shrouded Fable,114/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11020,Basic Fighting Energy,Sword & Shield Base,192/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11021,Basic Fighting Energy,Fusion Strike,134/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11022,Basic Fighting Energy,Vivid Voltage,106/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11023,Basic Fighting Energy,Paldean Fates,048/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11024,Basic Fighting Energy,Scarlet & Violet Base,033/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11025,Basic Fighting Energy,Crown Zenith,061/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11026,Basic Fighting Energy,Lost Origin,065/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11027,Basic Fighting Energy,Crown Zenith,180/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11028,Basic Fighting Energy,Crown Zenith,021/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11029,Basic Fighting Energy,Temporal Forces,043/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11030,Basic Fighting Energy,Rebel Clash,027/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11031,Basic Fighting Energy,Pokemon 151,017/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11032,Basic Fighting Energy,Battle Styles,141/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11033,Basic Fighting Energy,Paldea Evolved,007/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11034,Basic Fighting Energy,Rebel Clash,135/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11035,Basic Fighting Energy,Obsidian Flames,027/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11036,Basic Fighting Energy,Shrouded Fable,159/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11037,Basic Fighting Energy,Paradox Rift,022/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11038,Basic Fighting Energy,Astral Radiance,100/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11039,Basic Fighting Energy,Stellar Crown,059/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11040,Basic Fighting Energy,Twilight Masquerade,189/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11041,Basic Fighting Energy,Stellar Crown,114/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11042,Basic Fighting Energy,Astral Radiance,033/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11043,Basic Fighting Energy,Paradox Rift,135/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11044,Basic Fighting Energy,Paldean Fates,008/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11045,Basic Fighting Energy,Paldea Evolved,170/198,Energy,,,,Fighting,Basic,,,,,,,,,,,,,,Provides 1 Fighting Energy.,Energy card: Basic (Fighting)
ENRG-11046,Basic Darkness Energy,Surging Sparks,122/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11047,Basic Darkness Energy,Vivid Voltage,139/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11048,Basic Darkness Energy,Shrouded Fable,141/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11049,Basic Darkness Energy,Vivid Voltage,035/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11050,Basic Darkness Energy,Silver Tempest,139/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11051,Basic Darkness Energy,Paldean Fates,152/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11052,Basic Darkness Energy,Brilliant Stars,117/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11053,Basic Darkness Energy,Astral Radiance,192/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11054,Basic Darkness Energy,Astral Radiance,145/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11055,Basic Darkness Energy,Darkness Ablaze,135/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11056,Basic Darkness Energy,Astral Radiance,164/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11057,Basic Darkness Energy,Evolving Skies,080/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11058,Basic Darkness Energy,Sword & Shield Base,124/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11059,Basic Darkness Energy,Evolving Skies,059/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11060,Basic Darkness Energy,Obsidian Flames,114/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11061,Basic Darkness Energy,Stellar Crown,094/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11062,Basic Darkness Energy,Darkness Ablaze,067/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11063,Basic Darkness Energy,Paradox Rift,078/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11064,Basic Darkness Energy,Scarlet & Violet Base,001/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11065,Basic Darkness Energy,Chilling Reign,195/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11066,Basic Darkness Energy,Paradox Rift,089/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11067,Basic Darkness Energy,Stellar Crown,121/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11068,Basic Darkness Energy,Evolving Skies,003/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11069,Basic Darkness Energy,Silver Tempest,126/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11070,Basic Darkness Energy,Battle Styles,077/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11071,Basic Darkness Energy,Scarlet & Violet Base,197/198,Energy,,,,Darkness,Basic,,,,,,,,,,,,,,Provides 1 Darkness Energy.,Energy card: Basic (Darkness)
ENRG-11072,Basic Metal Energy,Stellar Crown,153/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11073,Basic Metal Energy,Twilight Masquerade,002/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11074,Basic Metal Energy,Evolving Skies,096/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11075,Basic Metal Energy,Temporal Forces,106/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11076,Basic Metal Energy,Evolving Skies,112/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11077,Basic Metal Energy,Rebel Clash,064/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11078,Basic Metal Energy,Paldean Fates,184/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11079,Basic Metal Energy,Crown Zenith,166/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11080,Basic Metal Energy,Rebel Clash,097/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11081,Basic Metal Energy,Twilight Masquerade,068/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11082,Basic Metal Energy,Obsidian Flames,109/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11083,Basic Metal Energy,Astral Radiance,062/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11084,Basic Metal Energy,Chilling Reign,196/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11085,Basic Metal Energy,Brilliant Stars,178/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11086,Basic Metal Energy,Lost Origin,070/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11087,Basic Metal Energy,Stellar Crown,167/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11088,Basic Metal Energy,Crown Zenith,137/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11089,Basic Metal Energy,Shrouded Fable,106/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11090,Basic Metal Energy,Temporal Forces,018/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11091,Basic Metal Energy,Paldean Fates,035/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11092,Basic Metal Energy,Stellar Crown,029/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11093,Basic Metal Energy,Astral Radiance,117/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11094,Basic Metal Energy,Brilliant Stars,116/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11095,Basic Metal Energy,Shrouded Fable,180/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11096,Basic Metal Energy,Brilliant Stars,126/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11097,Basic Metal Energy,Temporal Forces,083/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11098,Basic Metal Energy,Scarlet & Violet Base,039/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11099,Basic Metal Energy,Paldea Evolved,137/198,Energy,,,,Metal,Basic,,,,,,,,,,,,,,Provides 1 Metal Energy.,Energy card: Basic (Metal)
ENRG-11100,Double Turbo Energy,Paldean Fates,027/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 2 Colorless Energy. Attacks do 20 less damage.,Energy card: Special (Colorless)
ENRG-11101,Double Turbo Energy,Stellar Crown,069/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 2 Colorless Energy. Attacks do 20 less damage.,Energy card: Special (Colorless)
ENRG-11102,Double Turbo Energy,Paradox Rift,184/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 2 Colorless Energy. Attacks do 20 less damage.,Energy card: Special (Colorless)
ENRG-11103,Double Turbo Energy,Vivid Voltage,187/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 2 Colorless Energy. Attacks do 20 less damage.,Energy card: Special (Colorless)
ENRG-11104,Double Turbo Energy,Scarlet & Violet Base,060/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 2 Colorless Energy. Attacks do 20 less damage.,Energy card: Special (Colorless)
ENRG-11105,Double Turbo Energy,Obsidian Flames,039/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 2 Colorless Energy. Attacks do 20 less damage.,Energy card: Special (Colorless)
ENRG-11106,Double Turbo Energy,Scarlet & Violet Base,127/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 2 Colorless Energy. Attacks do 20 less damage.,Energy card: Special (Colorless)
ENRG-11107,Double Turbo Energy,Temporal Forces,088/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 2 Colorless Energy. Attacks do 20 less damage.,Energy card: Special (Colorless)
ENRG-11108,Double Turbo Energy,Darkness Ablaze,080/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 2 Colorless Energy. Attacks do 20 less damage.,Energy card: Special (Colorless)
ENRG-11109,Double Turbo Energy,Battle Styles,096/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 2 Colorless Energy. Attacks do 20 less damage.,Energy card: Special (Colorless)
ENRG-11110,Double Turbo Energy,Vivid Voltage,179/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 2 Colorless Energy. Attacks do 20 less damage.,Energy card: Special (Colorless)
ENRG-11111,Double Turbo Energy,Paldea Evolved,085/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 2 Colorless Energy. Attacks do 20 less damage.,Energy card: Special (Colorless)
ENRG-11112,Double Turbo Energy,Obsidian Flames,193/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 2 Colorless Energy. Attacks do 20 less damage.,Energy card: Special (Colorless)
ENRG-11113,Double Turbo Energy,Paradox Rift,015/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 2 Colorless Energy. Attacks do 20 less damage.,Energy card: Special (Colorless)
ENRG-11114,Double Turbo Energy,Shrouded Fable,101/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 2 Colorless Energy. Attacks do 20 less damage.,Energy card: Special (Colorless)
ENRG-11115,Jet Energy,Evolving Skies,121/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
ENRG-11116,Jet Energy,Paldean Fates,050/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
ENRG-11117,Jet Energy,Shrouded Fable,098/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
ENRG-11118,Jet Energy,Scarlet & Violet Base,032/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
ENRG-11119,Jet Energy,Silver Tempest,064/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
ENRG-11120,Jet Energy,Rebel Clash,198/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
ENRG-11121,Jet Energy,Vivid Voltage,064/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
ENRG-11122,Jet Energy,Crown Zenith,009/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
ENRG-11123,Jet Energy,Temporal Forces,118/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
ENRG-11124,Jet Energy,Crown Zenith,198/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
ENRG-11125,Jet Energy,Pokemon 151,134/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
ENRG-11126,Jet Energy,Lost Origin,054/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
ENRG-11127,Jet Energy,Battle Styles,100/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
ENRG-11128,Jet Energy,Lost Origin,080/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
ENRG-11129,Jet Energy,Surging Sparks,041/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
